group,n,selection_rate,tpr,fpr,base_rate
1,32692,0.008687140584852563,0.1060126582278481,0.006768558951965066,0.019331946653615564
2,26092,0.018051510041391997,0.16666666666666666,0.014266624744537023,0.02483519852828453
